Tag,Chromophore,Solvent,epsilon,Absorption max (nm),Emission max (nm),Reference
553,COc1nc(Nc2cc3ccc4cccc5ccc(c2)c3c45)nc(OC)n1,CC#N,36.0,336.0,393.0,doi:10.1016/j.dyepig.2007.11.003
555,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4ccc5cccc6ccc3c4c56)n2)cc1,CCCCOCCCC,3.18,342.0,394.0,doi:10.1016/j.dyepig.2007.11.003
556,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4ccc5cccc6ccc3c4c56)n2)cc1,CC#N,36.0,342.0,395.0,doi:10.1016/j.dyepig.2007.11.003
558,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3cc4ccc5cccc6ccc(c3)c4c56)n2)cc1,CCCCOCCCC,3.18,336.0,397.0,doi:10.1016/j.dyepig.2007.11.003
559,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3cc4ccc5cccc6ccc(c3)c4c56)n2)cc1,CC#N,36.0,336.0,398.0,doi:10.1016/j.dyepig.2007.11.003
582,O=c1oc2ccccc2cc1-c1ccc(-c2cc3ccccc3oc2=O)cc1,CC#N,36.0,342.0,426.0,doi:10.1016/S0143-7208(03)00028-7
589,CCCCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCCCC)c(OCCCCCCCC)c3)c3nc4c5ccccc5c5ccccc5c4nc23)cc1OCCCCCCCC,C1CCOC1,7.47,461.0,558.0,https://doi.org/10.1016/j.dyepig.2018.04.059
592,CCCCCCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCCCCCC)c(OCCCCCCCCCC)c3)c3nc4c5ccccc5c5ccccc5c4nc23)cc1OCCCCCCCCCC,C1CCOC1,7.47,461.0,558.0,https://doi.org/10.1016/j.dyepig.2018.04.059
595,CCCCCCCCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c3)c3nc4c5ccccc5c5ccccc5c4nc23)cc1OCCCCCCCCCCCC,C1CCOC1,7.47,461.0,558.0,https://doi.org/10.1016/j.dyepig.2018.04.059
598,CCCCCCCCn1nnc(-c2ccc(C#Cc3ccc(C#Cc4ccc(-c5nnn(CCCCCCCC)n5)cc4)c4nc5c6ccccc6c6ccccc6c5nc34)cc2)n1,C1CCOC1,7.47,428.0,495.0,https://doi.org/10.1016/j.dyepig.2018.04.059
601,CCCCCCCCCCn1nnc(-c2ccc(C#Cc3ccc(C#Cc4ccc(-c5nnn(CCCCCCCCCC)n5)cc4)c4nc5c6ccccc6c6ccccc6c5nc34)cc2)n1,C1CCOC1,7.47,428.0,495.0,https://doi.org/10.1016/j.dyepig.2018.04.059
604,CCCCCCCCCCCCn1nnc(-c2ccc(C#Cc3ccc(C#Cc4ccc(-c5nnn(CCCCCCCCCCCC)n5)cc4)c4nc5c6ccccc6c6ccccc6c5nc34)cc2)n1,C1CCOC1,7.47,428.0,495.0,https://doi.org/10.1016/j.dyepig.2018.04.059
606,CN(C)c1ccc(-c2c(/C=C3/C=Cc4ccccc4N3C)c(=O)c2=O)cc1,C1CCCCC1,2.02,358.0,427.0,https://doi.org/10.1016/j.dyepig.2018.10.064
609,CCN1/C(=C\c2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21,C1CCCCC1,2.02,359.0,427.0,https://doi.org/10.1016/j.dyepig.2018.10.064
612,CCCN1/C(=C\c2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21,C1CCCCC1,2.02,358.0,428.0,https://doi.org/10.1016/j.dyepig.2018.10.064
615,CCCCN1/C(=C\c2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21,C1CCCCC1,2.02,357.0,428.0,https://doi.org/10.1016/j.dyepig.2018.10.064
618,CN(C)c1ccc(-c2c(/C=C3/C=Cc4ccccc4N3Cc3ccccc3)c(=O)c2=O)cc1,C1CCCCC1,2.02,358.0,427.0,https://doi.org/10.1016/j.dyepig.2018.10.064
627,F[B-]1(F)n2c(Nc3cccc4cccnc34)ccc2C(c2ccccc2)=C2C=CC(Cl)=[N+]21,C1CCCCC1,2.02,560.0,580.0,http://dx.doi.org/10.1016/j.dyepig.2013.02.013
630,F[B-]1(F)n2c(Nc3cccc4cccnc34)ccc2C(c2ccccc2)=C2C=CC(Cl)=[N+]21,CC#N,36.0,547.0,580.0,http://dx.doi.org/10.1016/j.dyepig.2013.02.013
631,CCCN1C(=O)c2c3c(c4c(c2C1=O)CCc1cc(-c2ccc(N(C)C)cc2)c(OC)cc1-4)-c1cc(OC)c(-c2ccc(N(C)C)cc2)cc1CC3,C1CCCCC1,2.02,404.0,511.0,http://dx.doi.org/10.1016/j.dyepig.2015.04.015
633,CCCN1C(=O)c2c3c(c4c(c2C1=O)CCc1cc(-c2ccc(N(C)C)cc2)c(OC)cc1-4)-c1cc(OC)c(-c2ccc(N(C)C)cc2)cc1CC3,C1CCOC1,7.47,409.0,602.0,http://dx.doi.org/10.1016/j.dyepig.2015.04.015
638,c1cc2c3c(cccc3c1)C(N1CCOCCOCCOCCOCC1)=N2,CC#N,36.0,427.0,590.0,https://doi.org/10.1016/S0143-7208(97)00007-7
639,c1cc2c3c(cccc3c1)C(N1CCOCCNCCOCCOCC1)=N2,CC#N,36.0,427.0,589.0,https://doi.org/10.1016/S0143-7208(97)00007-7
640,c1cc2c3c(cccc3c1)C(N1CCOCCOCCN(C3=Nc4cccc5cccc3c45)CCOCC1)=N2,CC#N,36.0,427.0,590.0,https://doi.org/10.1016/S0143-7208(97)00007-7
641,CN(C)C1=Nc2cccc3cccc1c23,CC#N,36.0,427.0,589.0,https://doi.org/10.1016/S0143-7208(97)00007-7
642,Nc1ccc(-c2c3nc(c(-c4ccc(N)cc4)c4ccc([nH]4)c(-c4ccc(N)cc4)c4nc(c(-c5ccc(N)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,CN(C)C=O,37.06,670.0,686.0,http://dx.doi.org/10.1016/j.dyepig.2012.09.011
643,CS(=O)(=O)Nc1ccc(-c2c3nc(c(-c4ccc(NS(C)(=O)=O)cc4)c4ccc([nH]4)c(-c4ccc(NS(C)(=O)=O)cc4)c4nc(c(-c5ccc(NS(C)(=O)=O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,CN(C)C=O,37.06,650.0,655.0,http://dx.doi.org/10.1016/j.dyepig.2012.09.011
644,O=C(Nc1ccc(-c2c3nc(c(-c4ccc(NC(=O)C(F)(F)F)cc4)c4ccc([nH]4)c(-c4ccc(NC(=O)C(F)(F)F)cc4)c4nc(c(-c5ccc(NC(=O)C(F)(F)F)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1)C(F)(F)F,CN(C)C=O,37.06,649.0,652.0,http://dx.doi.org/10.1016/j.dyepig.2012.09.011
645,Oc1ccc(-c2c3nc(c(-c4ccc(O)cc4)c4ccc([nH]4)c(-c4ccc(O)cc4)c4nc(c(-c5ccc(O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,CN(C)C=O,37.06,653.0,660.0,http://dx.doi.org/10.1016/j.dyepig.2012.09.011
646,Nc1cccc(-c2c3nc(c(-c4cccc(N)c4)c4ccc([nH]4)c(-c4cccc(N)c4)c4nc(c(-c5cccc(N)c5)c5ccc2[nH]5)C=C4)C=C3)c1,CN(C)C=O,37.06,649.0,651.0,http://dx.doi.org/10.1016/j.dyepig.2012.09.011
647,CS(=O)(=O)Nc1cccc(-c2c3nc(c(-c4cccc(NS(C)(=O)=O)c4)c4ccc([nH]4)c(-c4cccc(NS(C)(=O)=O)c4)c4nc(c(-c5cccc(NS(C)(=O)=O)c5)c5ccc2[nH]5)C=C4)C=C3)c1,CN(C)C=O,37.06,647.0,648.0,http://dx.doi.org/10.1016/j.dyepig.2012.09.011
648,O=C(Nc1cccc(-c2c3nc(c(-c4cccc(NC(=O)C(F)(F)F)c4)c4ccc([nH]4)c(-c4cccc(NC(=O)C(F)(F)F)c4)c4nc(c(-c5cccc(NC(=O)C(F)(F)F)c5)c5ccc2[nH]5)C=C4)C=C3)c1)C(F)(F)F,CN(C)C=O,37.06,646.0,649.0,http://dx.doi.org/10.1016/j.dyepig.2012.09.011
649,Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)C=C4)C=C3)c1,CN(C)C=O,37.06,647.0,649.0,http://dx.doi.org/10.1016/j.dyepig.2012.09.011
650,C1=Cc2nc1c(-c1cccs1)c1ccc([nH]1)c(-c1cccs1)c1nc(c(-c3cccs3)c3ccc([nH]3)c2-c2cccs2)C=C1,CN(C)C=O,37.06,661.0,665.0,http://dx.doi.org/10.1016/j.dyepig.2012.09.011
651,C1=Cc2nc1c(-c1cncs1)c1ccc([nH]1)c(-c1cncs1)c1nc(c(-c3cncs3)c3ccc([nH]3)c2-c2cncs2)C=C1,CN(C)C=O,37.06,662.0,664.0,http://dx.doi.org/10.1016/j.dyepig.2012.09.011
652,CN(C)c1ccc(-c2ccc3n2[B-](F)(F)[N+]2=C(c4ccccc4)C=CC2=C3C(F)(F)F)cc1,CCCCCC,1.89,665.0,696.0,http://dx.doi.org/10.1016/j.dyepig.2016.09.009
654,CN(C)c1ccc(-c2ccc3n2[B-](F)(F)[N+]2=C(c4ccccc4)C=CC2=C3C(F)(F)F)cc1,CCCCOCCCC,3.18,675.0,728.0,http://dx.doi.org/10.1016/j.dyepig.2016.09.009
656,CN(C)c1ccc(-c2ccc3n2[B-](F)(F)[N+]2=C(c4ccccc4)C=CC2=C3C(F)(F)F)cc1,C1COCCO1,2.27,678.0,756.0,http://dx.doi.org/10.1016/j.dyepig.2016.09.009
659,CN(C)c1ccc(-c2ccc3n2[B-](F)(F)[N+]2=C(c4ccccc4)C=CC2=C3C(F)(F)F)cc1,CCCCO,18.34,679.0,745.0,http://dx.doi.org/10.1016/j.dyepig.2016.09.009
660,CN(C)c1ccc(-c2ccc3n2[B-](F)(F)[N+]2=C(c4ccccc4)C=CC2=C3C(F)(F)F)cc1,CC#N,36.0,674.0,772.0,http://dx.doi.org/10.1016/j.dyepig.2016.09.009
662,CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C#N,CC#N,36.0,368.0,432.0,https://doi.org/10.1016/j.dyepig.2018.10.016
666,CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C#N,CCCCCC,1.89,336.0,396.0,https://doi.org/10.1016/j.dyepig.2018.10.016
667,CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C#N,C1CCOC1,7.47,361.0,417.0,https://doi.org/10.1016/j.dyepig.2018.10.016
670,CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C=O,CC#N,36.0,385.0,485.0,https://doi.org/10.1016/j.dyepig.2018.10.016
674,CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C=O,CCCCCC,1.89,369.0,415.0,https://doi.org/10.1016/j.dyepig.2018.10.016
675,CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C=O,C1CCOC1,7.47,381.0,448.0,https://doi.org/10.1016/j.dyepig.2018.10.016
678,CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C=C(C#N)C#N,CC#N,36.0,477.0,613.0,https://doi.org/10.1016/j.dyepig.2018.10.016
682,CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C=C(C#N)C#N,CCCCCC,1.89,432.0,653.0,https://doi.org/10.1016/j.dyepig.2018.10.016
683,CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C=C(C#N)C#N,C1CCOC1,7.47,476.0,576.0,https://doi.org/10.1016/j.dyepig.2018.10.016
688,CCC[n+]1ccc(/C=C/c2ccc(N(C)C)cc2)cc1,CCCO,21.51,487.0,576.0,doi:10.1016/j.dyepig.2004.02.011
689,CCC[n+]1ccc(/C=C/c2ccc(N(C)C)cc2)cc1,CCCCO,18.34,490.0,576.0,doi:10.1016/j.dyepig.2004.02.011
690,CCC[n+]1ccc(/C=C/c2ccc(N(C)C)cc2)cc1,CC(C)O,20.33,485.0,571.0,doi:10.1016/j.dyepig.2004.02.011
694,CCC[n+]1ccc(/C=C/c2ccc(N(C)C)cc2)cc1,C1COCCO1,2.27,463.0,557.0,doi:10.1016/j.dyepig.2004.02.011
698,CN(C)c1ccc(/C=C/c2cc[n+](CCCOCC(COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)(COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,CCCO,21.51,482.0,602.0,doi:10.1016/j.dyepig.2004.02.011
699,CN(C)c1ccc(/C=C/c2cc[n+](CCCOCC(COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)(COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,CCCCO,18.34,480.0,600.0,doi:10.1016/j.dyepig.2004.02.011
700,CN(C)c1ccc(/C=C/c2cc[n+](CCCOCC(COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)(COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,CC(C)O,20.33,479.0,600.0,doi:10.1016/j.dyepig.2004.02.011
701,CN(C)c1ccc(/C=C/c2cc[n+](CCCOCC(COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)(COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,CCCCCCCCO,10.34,485.0,594.0,doi:10.1016/j.dyepig.2004.02.011
705,CN(C)c1ccc(/C=C/c2cc[n+](CCCOCC(COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)(COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,C1COCCO1,2.27,460.0,576.0,doi:10.1016/j.dyepig.2004.02.011
708,CN(C)c1ccc(/C=C/c2cc[n+](Cc3cc(C[n+]4ccc(/C=C/c5ccc(N(C)C)cc5)cc4)cc(C[n+]4ccc(/C=C/c5ccc(N(C)C)cc5)cc4)c3)cc2)cc1,CCCO,21.51,495.0,611.0,doi:10.1016/j.dyepig.2004.02.011
709,CN(C)c1ccc(/C=C/c2cc[n+](Cc3cc(C[n+]4ccc(/C=C/c5ccc(N(C)C)cc5)cc4)cc(C[n+]4ccc(/C=C/c5ccc(N(C)C)cc5)cc4)c3)cc2)cc1,CCCCO,18.34,491.0,608.0,doi:10.1016/j.dyepig.2004.02.011
710,CN(C)c1ccc(/C=C/c2cc[n+](Cc3cc(C[n+]4ccc(/C=C/c5ccc(N(C)C)cc5)cc4)cc(C[n+]4ccc(/C=C/c5ccc(N(C)C)cc5)cc4)c3)cc2)cc1,CC(C)O,20.33,490.0,607.0,doi:10.1016/j.dyepig.2004.02.011
711,CN(C)c1ccc(/C=C/c2cc[n+](Cc3cc(C[n+]4ccc(/C=C/c5ccc(N(C)C)cc5)cc4)cc(C[n+]4ccc(/C=C/c5ccc(N(C)C)cc5)cc4)c3)cc2)cc1,CCCCCCCCO,10.34,489.0,595.0,doi:10.1016/j.dyepig.2004.02.011
715,CN(C)c1ccc(/C=C/c2cc[n+](Cc3cc(C[n+]4ccc(/C=C/c5ccc(N(C)C)cc5)cc4)cc(C[n+]4ccc(/C=C/c5ccc(N(C)C)cc5)cc4)c3)cc2)cc1,C1COCCO1,2.27,480.0,580.0,doi:10.1016/j.dyepig.2004.02.011
718,CCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCC)c1ccc(/C=C/c2cc[n+](Cc3cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)c3)cc2)cc1,CCCO,21.51,508.0,617.0,doi:10.1016/j.dyepig.2004.02.011
719,CCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCC)c1ccc(/C=C/c2cc[n+](Cc3cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)c3)cc2)cc1,CCCCO,18.34,507.0,612.0,doi:10.1016/j.dyepig.2004.02.011
720,CCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCC)c1ccc(/C=C/c2cc[n+](Cc3cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)c3)cc2)cc1,CC(C)O,20.33,506.0,613.0,doi:10.1016/j.dyepig.2004.02.011
721,CCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCC)c1ccc(/C=C/c2cc[n+](Cc3cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)c3)cc2)cc1,CCCCCCCCO,10.34,498.0,589.0,doi:10.1016/j.dyepig.2004.02.011
725,CCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCC)c1ccc(/C=C/c2cc[n+](Cc3cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)c3)cc2)cc1,C1COCCO1,2.27,482.0,578.0,doi:10.1016/j.dyepig.2004.02.011
729,CCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCC)c1ccc(/C=C/c2cc[n+](Cc3cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)c3)cc2)cc1,CCCCCC,1.89,481.0,630.0,doi:10.1016/j.dyepig.2004.02.011
730,CCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCCCCCCCCCC)C5=O,CN(C)C=O,37.06,523.0,536.0,doi:10.1016/j.dyepig.2005.03.001
731,NCCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCCCCCCCCCCN)C5=O,CN(C)C=O,37.06,523.0,537.0,doi:10.1016/j.dyepig.2005.03.001
732,CCCCCCCCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCCCCCCCCCCCCCCCC)C5=O,CN(C)C=O,37.06,525.0,535.0,doi:10.1016/j.dyepig.2005.03.001
733,Nc1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2ccc(N)cc2)C6=O)cc1,CN(C)C=O,37.06,537.0,537.0,doi:10.1016/j.dyepig.2005.03.001
734,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(Cl)cc1)c64)C(=O)N(c1ccc(Cl)cc1)C5=O,CN(C)C=O,37.06,525.0,534.0,doi:10.1016/j.dyepig.2005.03.001
735,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,CN(C)C=O,37.06,522.0,534.0,doi:10.1016/j.dyepig.2005.03.001
736,CCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)NC5=O,CN(C)C=O,37.06,522.0,535.0,doi:10.1016/j.dyepig.2005.03.001
737,NCCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)NC5=O,CN(C)C=O,37.06,523.0,534.0,doi:10.1016/j.dyepig.2005.03.001
738,CCCCCCCCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)NC5=O,CN(C)C=O,37.06,523.0,531.0,doi:10.1016/j.dyepig.2005.03.001
739,Nc1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)NC6=O)cc1,CN(C)C=O,37.06,524.0,534.0,doi:10.1016/j.dyepig.2005.03.001
740,O=C1NC(=O)c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)N(c1ccc(Cl)cc1)C5=O,CN(C)C=O,37.06,526.0,536.0,doi:10.1016/j.dyepig.2005.03.001
741,O=C1NC(=O)c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)N(c1ccc(O)cc1)C5=O,CN(C)C=O,37.06,522.0,530.0,doi:10.1016/j.dyepig.2005.03.001
742,NCCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(c1ccc(O)cc1)C5=O,CN(C)C=O,37.06,525.0,534.0,doi:10.1016/j.dyepig.2005.03.001
743,Nc1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2ccc(O)cc2)C6=O)cc1,CN(C)C=O,37.06,525.0,537.0,doi:10.1016/j.dyepig.2005.03.001
770,O=C1/C(=C2\Sc3ccccc3C2=O)Sc2ccccc21,C1COCCO1,2.27,536.0,590.0,https://doi.org/10.1016/j.dyepig.2018.05.049
771,O=C1/C(=C2\Sc3ccccc3C2=O)Sc2ccccc21,CN(C)C=O,37.06,543.0,607.0,https://doi.org/10.1016/j.dyepig.2018.05.049
775,O=C1/C(=C2\Sc3ccc(S(=O)(=O)Cl)cc3C2=O)Sc2ccc(S(=O)(=O)Cl)cc21,C1COCCO1,2.27,526.0,576.0,https://doi.org/10.1016/j.dyepig.2018.05.049
777,O=C1/C(=C2\Sc3ccc(S(=O)(=O)O)cc3C2=O)Sc2ccc(S(=O)(=O)O)cc21,C1COCCO1,2.27,530.0,587.0,https://doi.org/10.1016/j.dyepig.2018.05.049
778,O=C1/C(=C2\Sc3ccc(S(=O)(=O)O)cc3C2=O)Sc2ccc(S(=O)(=O)O)cc21,CN(C)C=O,37.06,551.0,613.0,https://doi.org/10.1016/j.dyepig.2018.05.049
782,CC(C)(C)NS(=O)(=O)c1ccc2c(c1)C(=O)/C(=C1\Sc3ccc(S(=O)(=O)NC(C)(C)C)cc3C1=O)S2,C1COCCO1,2.27,538.0,589.0,https://doi.org/10.1016/j.dyepig.2018.05.049
783,CC(C)(C)NS(=O)(=O)c1ccc2c(c1)C(=O)/C(=C1\Sc3ccc(S(=O)(=O)NC(C)(C)C)cc3C1=O)S2,CN(C)C=O,37.06,543.0,604.0,https://doi.org/10.1016/j.dyepig.2018.05.049
785,C=CCNS(=O)(=O)c1ccc2c(c1)C(=O)/C(=C1\Sc3ccc(S(=O)(=O)NCC=C)cc3C1=O)S2,CN(C)C=O,37.06,542.0,604.0,https://doi.org/10.1016/j.dyepig.2018.05.049
787,O=C1/C(=C2\Sc3ccc(S(=O)(=O)Nc4ccccc4)cc3C2=O)Sc2ccc(S(=O)(=O)Nc3ccccc3)cc21,C1COCCO1,2.27,534.0,588.0,https://doi.org/10.1016/j.dyepig.2018.05.049
789,O=C1/C(=C2\Sc3ccc(S(=O)(=O)Nc4ccccc4)cc3C2=O)Sc2ccc(S(=O)(=O)Nc3ccccc3)cc21,CN(C)C=O,37.06,542.0,604.0,https://doi.org/10.1016/j.dyepig.2018.05.049
801,CN(C)c1ccc(/C=C/c2nc3c4ccccc4c4ccccc4c3[nH]2)cc1,C1COCCO1,2.27,389.0,436.0,http://dx.doi.org/10.1016/j.dyepig.2016.08.046
802,CN(C)c1ccc(/C=C/c2nc3c4ccccc4c4ccccc4c3[nH]2)cc1,CCOCC,4.42,386.0,448.0,http://dx.doi.org/10.1016/j.dyepig.2016.08.046
804,CN(C)c1ccc(/C=C/c2nc3c4ccccc4c4ccccc4c3[nH]2)cc1,C1CCOC1,7.47,390.0,463.0,http://dx.doi.org/10.1016/j.dyepig.2016.08.046
807,CN(C)c1ccc(/C=C/c2nc3c4ccccc4c4ccccc4c3[nH]2)cc1,CN(C)C=O,37.06,392.0,478.0,http://dx.doi.org/10.1016/j.dyepig.2016.08.046
809,CN(C)c1ccc(/C=C/c2nc3c4ccccc4c4ccccc4c3[nH]2)cc1,CC#N,36.0,389.0,476.0,http://dx.doi.org/10.1016/j.dyepig.2016.08.046
810,COc1c2ccccc2c(OC)c2c1c1ccccc1n2C,C1CCCCC1,2.02,405.0,413.0,http://dx.doi.org/10.1016/j.dyepig.2016.08.012
812,COc1c2ccccc2c(OC)c2c1c1ccccc1n2C,CC#N,36.0,406.0,423.0,http://dx.doi.org/10.1016/j.dyepig.2016.08.012
814,COc1c2ccccc2c(OC)c2c1c1ccc(C)cc1n2C,C1CCCCC1,2.02,402.0,411.0,http://dx.doi.org/10.1016/j.dyepig.2016.08.012
816,COc1c2ccccc2c(OC)c2c1c1ccc(C)cc1n2C,CC#N,36.0,404.0,422.0,http://dx.doi.org/10.1016/j.dyepig.2016.08.012
818,COc1c2ccccc2c(OC)c2c1c1cc(C)ccc1n2C,C1CCCCC1,2.02,410.0,421.0,http://dx.doi.org/10.1016/j.dyepig.2016.08.012
820,COc1c2ccccc2c(OC)c2c1c1cc(C)ccc1n2C,CC#N,36.0,412.0,431.0,http://dx.doi.org/10.1016/j.dyepig.2016.08.012
822,COc1c2ccccc2c(OC)c2c1c1cccc(OC)c1n2C,C1CCCCC1,2.02,409.0,418.0,http://dx.doi.org/10.1016/j.dyepig.2016.08.012
824,COc1c2ccccc2c(OC)c2c1c1cccc(OC)c1n2C,CC#N,36.0,409.0,433.0,http://dx.doi.org/10.1016/j.dyepig.2016.08.012
826,COc1ccc2c3c(OC)c4ccccc4c(OC)c3n(C)c2c1,C1CCCCC1,2.02,392.0,402.0,http://dx.doi.org/10.1016/j.dyepig.2016.08.012
828,COc1ccc2c3c(OC)c4ccccc4c(OC)c3n(C)c2c1,CC#N,36.0,393.0,413.0,http://dx.doi.org/10.1016/j.dyepig.2016.08.012
830,COc1ccc2c(c1)c1c(OC)c3ccccc3c(OC)c1n2C,C1CCCCC1,2.02,421.0,431.0,http://dx.doi.org/10.1016/j.dyepig.2016.08.012
832,COc1ccc2c(c1)c1c(OC)c3ccccc3c(OC)c1n2C,CC#N,36.0,422.0,445.0,http://dx.doi.org/10.1016/j.dyepig.2016.08.012
834,COc1c2ccccc2c(OC)c2c1c1c(C)ccc(OC)c1n2C,C1CCCCC1,2.02,417.0,427.0,http://dx.doi.org/10.1016/j.dyepig.2016.08.012
