Tag,Chromophore,Solvent,abs,emi,epsilon,fast_epsilon
167,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1OC)C=CC=2,CS(=O)C,561.0,579.0,46.71,2.187
168,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)-c1cncnc1)C=CC=2,CS(=O)C,562.0,579.0,46.71,2.187
169,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(O)cc(O)c1)C=CC=2,CS(=O)C,557.0,572.0,46.71,2.187
170,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1OCC=C)C=CC=2,CS(=O)C,560.0,579.0,46.71,2.187
171,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1[nH]c(cc1C)C)C=CC=2,CS(=O)C,612.0,670.0,46.71,2.187
172,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC)cc1OC)C=CC=2,CS(=O)C,571.0,604.0,46.71,2.187
173,Clc1ccccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,555.0,570.0,46.71,2.187
174,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)C)C=CC=2,CS(=O)C,557.0,572.0,46.71,2.187
175,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)cc(OC)c1)C=CC=2,CS(=O)C,556.0,571.0,46.71,2.187
176,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1OCc1ccccc1)C=CC=2,CS(=O)C,561.0,578.0,46.71,2.187
177,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)C(OC)=O)C=CC=2,CS(=O)C,558.0,575.0,46.71,2.187
178,Clc1c(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(Cl)cc(OC)c1O,CS(=O)C,556.0,583.0,46.71,2.187
179,P(c1ccccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C)(c1ccccc1)c1ccccc1,CS(=O)C,558.0,573.0,46.71,2.187
180,Brc1cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(OC)c(OC)c1,CS(=O)C,557.0,573.0,46.71,2.187
181,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3OCOc3ccc1)C=CC=2,CS(=O)C,559.0,574.0,46.71,2.187
182,s1c(ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C)C,CS(=O)C,574.0,597.0,46.71,2.187
183,Ic1ccc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,560.0,574.0,46.71,2.187
184,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1oc(cc1)CO)C=CC=2,CS(=O)C,569.0,588.0,46.71,2.187
185,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(F)ccc1OC)C=CC=2,CS(=O)C,561.0,579.0,46.71,2.187
186,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1OC(F)F)C=CC=2,CS(=O)C,554.0,570.0,46.71,2.187
187,Brc1cc(Br)cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c1OC,CS(=O)C,558.0,573.0,46.71,2.187
188,Ic1cc(cc(OC)c1OC)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,561.0,579.0,46.71,2.187
189,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c(cccc1C)C)C=CC=2,CS(=O)C,544.0,570.0,46.71,2.187
190,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(cc(F)c1)C(F)(F)F)C=CC=2,CS(=O)C,553.0,569.0,46.71,2.187
191,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)ccc1F)C=CC=2,CS(=O)C,555.0,571.0,46.71,2.187
192,Brc1cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(OC)cc1OC,CS(=O)C,571.0,602.0,46.71,2.187
193,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)-c1cc(ccc1)C(O)=O)C=CC=2,CS(=O)C,565.0,581.0,46.71,2.187
194,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(F)c(cc1)C)C=CC=2,CS(=O)C,556.0,571.0,46.71,2.187
195,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc([N+](=O)[O-])ccc1OC)C=CC=2,CS(=O)C,559.0,577.0,46.71,2.187
196,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1CC)C=CC=2,CS(=O)C,554.0,571.0,46.71,2.187
197,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc([N+](=O)[O-])c(cc1)CC)C=CC=2,CS(=O)C,556.0,571.0,46.71,2.187
198,Clc1cc(cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c1F)C(F)(F)F,CS(=O)C,557.0,578.0,46.71,2.187
199,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c(OC)cccc1F)C=CC=2,CS(=O)C,558.0,575.0,46.71,2.187
200,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc([N+](=O)[O-])c(cc1)C)C=CC=2,CS(=O)C,555.0,570.0,46.71,2.187
201,Brc1cccc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c1O,CS(=O)C,560.0,581.0,46.71,2.187
202,Brc1ccc(F)cc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,553.0,571.0,46.71,2.187
203,Brc1cc(cc(OC)c1OC)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,560.0,578.0,46.71,2.187
204,Brc1cc(ccc1OC)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,562.0,582.0,46.71,2.187
205,Brc1c(O)c(OC)ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,556.0,572.0,46.71,2.187
206,Brc1ccc2OCOc2c1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,561.0,576.0,46.71,2.187
207,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)CCCC)C=CC=2,CS(=O)C,558.0,574.0,46.71,2.187
208,Brc1cc(c2OCOc2c1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,565.0,587.0,46.71,2.187
209,Brc1cc(ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C)C,CS(=O)C,557.0,574.0,46.71,2.187
210,BrCCOc1ccc(cc1OC)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,566.0,591.0,46.71,2.187
211,Brc1cc(ccc1F)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,554.0,568.0,46.71,2.187
212,Clc1cc(O)ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,566.0,589.0,46.71,2.187
213,Clc1nc2c(cc1\C=C\c1n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c1)C)cccc2,CS(=O)C,561.0,581.0,46.71,2.187
214,Clc1cc(ccc1OC)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,561.0,581.0,46.71,2.187
215,Clc1cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(O)c(OC)c1,CS(=O)C,564.0,590.0,46.71,2.187
216,Clc1ccc(Oc2ccc(cc2)\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)cc1,CS(=O)C,559.0,577.0,46.71,2.187
217,Clc1cccc(F)c1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,552.0,569.0,46.71,2.187
218,Clc1c(cccc1OC)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,555.0,571.0,46.71,2.187
219,Clc1cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(OC)c(OC)c1,CS(=O)C,556.0,571.0,46.71,2.187
220,Clc1c(cccc1O)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,556.0,577.0,46.71,2.187
221,Clc1cc(ccc1)-c1oc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,592.0,628.0,46.71,2.187
222,Clc1cccc(C)c1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,543.0,567.0,46.71,2.187
223,Clc1cc(ccc1C)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,562.0,578.0,46.71,2.187
224,Clc1cc(Oc2ccc(cc2)\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)ccc1,CS(=O)C,559.0,579.0,46.71,2.187
225,Clc1cccc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c1O,CS(=O)C,559.0,580.0,46.71,2.187
226,Clc1c(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(F)ccc1F,CS(=O)C,563.0,579.0,46.71,2.187
227,Clc1cc(cc(OC)c1OC)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,559.0,577.0,46.71,2.187
228,Clc1cc(F)ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,554.0,571.0,46.71,2.187
229,Clc1cc(ccc1F)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,553.0,568.0,46.71,2.187
230,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\C=1CCCCC=1)C=CC=2,CS(=O)C,549.0,565.0,46.71,2.187
231,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1Oc1cc(OC)ccc1)C=CC=2,CS(=O)C,557.0,575.0,46.71,2.187
232,Clc1cc(Oc2cc(ccc2)\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)ccc1Cl,CS(=O)C,555.0,570.0,46.71,2.187
233,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(Oc3ccc(cc3)C)cc1)C=CC=2,CS(=O)C,561.0,581.0,46.71,2.187
234,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(cc(OC)c1OC)cccc3)C=CC=2,CS(=O)C,565.0,595.0,46.71,2.187
235,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1C(F)(F)F)C(F)(F)F)C=CC=2,CS(=O)C,578.0,591.0,46.71,2.187
236,Ic1cc(ccc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,555.0,570.0,46.71,2.187
237,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(OC)cc1F)C=CC=2,CS(=O)C,557.0,576.0,46.71,2.187
238,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(Oc3ccc(cc3)C=O)cc1)C=CC=2,CS(=O)C,566.0,588.0,46.71,2.187
239,Ic1cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(F)cc1,CS(=O)C,556.0,569.0,46.71,2.187
240,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(OC)c(O)c1)C=CC=2,CS(=O)C,563.0,587.0,46.71,2.187
241,Clc1cc(Oc2cc(ccc2)\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)cc(Cl)c1,CS(=O)C,555.0,570.0,46.71,2.187
242,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(C(C)(C)C)c1O)C=CC=2,CS(=O)C,563.0,583.0,46.71,2.187
243,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC)c(C)c1C)C=CC=2,CS(=O)C,565.0,593.0,46.71,2.187
244,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(Oc3ccccc3)c(F)cc1)C=CC=2,CS(=O)C,554.0,571.0,46.71,2.187
245,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(F)cc1)C=CC=2,CS(=O)C,556.0,570.0,46.71,2.187
246,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(C)c(O)cc1)C=CC=2,CS(=O)C,566.0,605.0,46.71,2.187
247,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(OC)c1F)C=CC=2,CS(=O)C,554.0,569.0,46.71,2.187
248,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc([N+](=O)[O-])c1O)C=CC=2,CS(=O)C,559.0,579.0,46.71,2.187
249,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OCC)cc1OCC)C=CC=2,CS(=O)C,572.0,608.0,46.71,2.187
250,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(OCC)c1OCC)C=CC=2,CS(=O)C,557.0,576.0,46.71,2.187
251,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(F)ccc1O)C=CC=2,CS(=O)C,562.0,590.0,46.71,2.187
252,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1oc(cc1)-c1ccccc1)C=CC=2,CS(=O)C,594.0,639.0,46.71,2.187
253,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(OC)c1OCC)C=CC=2,CS(=O)C,557.0,575.0,46.71,2.187
254,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(Oc3ccc(F)cc3)cc1)C=CC=2,CS(=O)C,558.0,576.0,46.71,2.187
255,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OCC)ccc1)C=CC=2,CS(=O)C,555.0,570.0,46.71,2.187
256,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1F)C(F)(F)F)C=CC=2,CS(=O)C,564.0,581.0,46.71,2.187
257,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(cc(C(C)(C)C)c1OC)C(C)(C)C)C=CC=2,CS(=O)C,557.0,575.0,46.71,2.187
258,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC(F)F)cc1)C=CC=2,CS(=O)C,555.0,572.0,46.71,2.187
259,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(F)cc1)C=CC=2,CS(=O)C,555.0,571.0,46.71,2.187
260,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OCc3ccccc3)cc(OCc3ccccc3)c1)C=CC=2,CS(=O)C,557.0,573.0,46.71,2.187
261,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc3OC(F)(F)Oc3cc1)C=CC=2,CS(=O)C,558.0,575.0,46.71,2.187
262,S(C)c1ccccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,559.0,582.0,46.71,2.187
263,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(C)c(OC)cc1)C=CC=2,CS(=O)C,561.0,575.0,46.71,2.187
264,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(F)c(F)cc1F)C=CC=2,CS(=O)C,561.0,578.0,46.71,2.187
265,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\[C@@H](C)c1ccccc1)C=CC=2,CS(=O)C,565.0,587.0,46.71,2.187
266,s1ccc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c1C=O,CS(=O)C,572.0,598.0,46.71,2.187
267,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(cccc3)c(c3c1cccc3)C)C=CC=2,CS(=O)C,559.0,581.0,46.71,2.187
268,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1Oc1ccc(F)cc1)C=CC=2,CS(=O)C,557.0,574.0,46.71,2.187
269,Brc1c(O)c(cc(Br)c1OC)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,563.0,582.0,46.71,2.187
270,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(C)c(cc1C)C)C=CC=2,CS(=O)C,558.0,580.0,46.71,2.187
271,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC(F)(F)C(F)F)ccc1)C=CC=2,CS(=O)C,551.0,568.0,46.71,2.187
272,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC(F)(F)F)ccc1O)C=CC=2,CS(=O)C,560.0,579.0,46.71,2.187
273,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC)c(C)c1OC)C=CC=2,CS(=O)C,565.0,589.0,46.71,2.187
274,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(ccc1F)C(F)(F)F)C=CC=2,CS(=O)C,571.0,577.0,46.71,2.187
275,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(C)c1C)C=CC=2,CS(=O)C,560.0,576.0,46.71,2.187
276,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc([N+](=O)[O-])c(OC)cc1)C=CC=2,CS(=O)C,557.0,575.0,46.71,2.187
277,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1[nH]ccn1)C=CC=2,CS(=O)C,567.0,592.0,46.71,2.187
278,Ic1oc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,576.0,601.0,46.71,2.187
279,Clc1c(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(F)ccc1C,CS(=O)C,553.0,571.0,46.71,2.187
280,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc([N+](=O)[O-])c(N3CCCCC3)cc1)C=CC=2,CS(=O)C,574.0,682.0,46.71,2.187
281,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc([N+](=O)[O-])c(N3CCCC3)cc1)C=CC=2,CS(=O)C,584.0,622.0,46.71,2.187
282,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(ccc1)C#N)C=CC=2,CS(=O)C,555.0,571.0,46.71,2.187
283,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC)cc1F)C=CC=2,CS(=O)C,562.0,582.0,46.71,2.187
284,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(cc(c1)C)C)C=CC=2,CS(=O)C,556.0,572.0,46.71,2.187
285,Ic1c(O)c(OC)ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,566.0,595.0,46.71,2.187
286,S(C(F)(F)F)c1ccc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,556.0,572.0,46.71,2.187
287,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1OC(F)(F)F)C=CC=2,CS(=O)C,559.0,574.0,46.71,2.187
288,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c(OC)cc(OC)cc1O)C=CC=2,CS(=O)C,579.0,615.0,46.71,2.187
289,Brc1oc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,572.0,592.0,46.71,2.187
290,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1oc3c(c1)cccc3)C=CC=2,CS(=O)C,577.0,592.0,46.71,2.187
291,s1cc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,555.0,573.0,46.71,2.187
292,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1C)C)C=CC=2,CS(=O)C,559.0,578.0,46.71,2.187
293,Clc1ccc(cc1)-c1oc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,594.0,629.0,46.71,2.187
294,Clc1c(OC)c(OC)ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,563.0,585.0,46.71,2.187
295,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1O)C(O)=O)C=CC=2,CS(=O)C,567.0,586.0,46.71,2.187
296,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c([nH]c1)cccc3)C=CC=2,CS(=O)C,584.0,634.0,46.71,2.187
297,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\C(=C\[C@@H](CC=C)CC)\CC)C=CC=2,CS(=O)C,550.0,566.0,46.71,2.187
298,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(cccc3)c(N(C)C)cc1)C=CC=2,CS(=O)C,582.0,627.0,46.71,2.187
299,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OCc3ccc(F)cc3)cc1)C=CC=2,CS(=O)C,564.0,587.0,46.71,2.187
300,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c([nH]c1C)cccc3)C=CC=2,CS(=O)C,595.0,656.0,46.71,2.187
301,s1c(C)c(cc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C)C,CS(=O)C,577.0,605.0,46.71,2.187
302,S(=O)(=O)(C)c1ccc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,567.0,573.0,46.71,2.187
303,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1nc(ccc1)C)C=CC=2,CS(=O)C,556.0,570.0,46.71,2.187
304,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(ccc1)C=O)C=CC=2,CS(=O)C,553.0,569.0,46.71,2.187
305,Clc1cc(cc(Cl)c1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,555.0,571.0,46.71,2.187
306,Clc1ccccc1-c1oc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,588.0,619.0,46.71,2.187
307,Brc1cc(F)c(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,569.0,580.0,46.71,2.187
308,Brc1c(O)c(OC)cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c1Br,CS(=O)C,567.0,594.0,46.71,2.187
309,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OCC)c(O)cc1)C=CC=2,CS(=O)C,571.0,623.0,46.71,2.187
310,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c(cc(OC)cc1OC)C(OC)=O)C=CC=2,CS(=O)C,569.0,596.0,46.71,2.187
311,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\C(=C\c1ccccc1)\C)C=CC=2,CS(=O)C,564.0,587.0,46.71,2.187
312,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(ccc1)B(O)O)C=CC=2,CS(=O)C,555.0,571.0,46.71,2.187
313,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1B(O)O)C=CC=2,CS(=O)C,555.0,565.0,46.71,2.187
314,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc([N+](=O)[O-])ccc1F)C=CC=2,CS(=O)C,561.0,581.0,46.71,2.187
315,Clc1ccc(Cl)cc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,556.0,575.0,46.71,2.187
316,Brc1ccc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,556.0,571.0,46.71,2.187
317,Clc1c(cc(Cl)cc1Cl)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,572.0,586.0,46.71,2.187
318,Brc1cc(cc(Br)c1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,557.0,571.0,46.71,2.187
319,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1[nH]ccc1)C=CC=2,CS(=O)C,586.0,641.0,46.71,2.187
320,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\C1CCCCC1)C=CC=2,CS(=O)C,525.0,540.0,46.71,2.187
321,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(-n3ccnc3)cc1)C=CC=2,CS(=O)C,561.0,578.0,46.71,2.187
322,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\C=C\c1occc1)C=CC=2,CS(=O)C,562.0,578.0,46.71,2.187
323,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\C#Cc1ccccc1)C=CC=2,CS(=O)C,563.0,580.0,46.71,2.187
324,s1cccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(=O)C,568.0,588.0,46.71,2.187
325,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(F)c(cc1)-c1ccccc1)C=CC=2,CS(=O)C,561.0,578.0,46.71,2.187
326,Brc1cc(Cl)cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c1O,CS(=O)C,561.0,576.0,46.71,2.187
327,F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1oc(cc1)-c1ccc([N+](=O)[O-])cc1)C=CC=2,CS(=O)C,600.0,628.0,46.71,2.187
